"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
50,US,106-916-562-074-583,2016-04-12,US 201314421612 A,2013-08-20,Polypropylene composite,BOREALIS AG,BOREALIS AG (2015-02-09),8,3,C08L23/142;;C08K7/14;;C08L23/0869;;C08L51/06;;C08L2205/16;;C08L23/14;;C08K7/04;;C08L23/142;;C08L2205/16;;C08L23/14;;C08K7/14;;C08L23/0869;;C08L23/142;;C08L51/06;;C08L2205/16,C08L23/10;;C08K7/14;;C08L23/14,
51,EP,022-089-851-263-637,2023-11-08,EP 20189499 A,2020-08-05,POLYPROPYLENE SHEET,BOREALIS AG,BOREALIS AG (2022-03-09),3,0,C08F210/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08L23/142;;C08L2203/16;;C08L2205/025;;C08L23/142;;C08J5/18;;C08J2323/14;;C08L2201/10;;C08L2203/30;;C08L2314/06,C08F210/06;;C08L23/14,
52,CN,139-404-785-523-591,2024-03-08,CN 202280041793 A,2022-06-09,Polypropylene composition,BOREALIS AG,,0,0,C08L23/12;;C08L2207/02;;C08L2205/02;;C08L2205/025;;C08L23/142;;C08L2314/02;;C08F2/001;;C08F210/06;;C08K5/3432;;C08L23/16;;C08L2203/16;;C08L2205/025;;C08L2314/02,C08L23/12;;C08L23/14,
53,CN,114-345-489-029-05X,2020-10-30,CN 201980019809 A,2019-04-09,POLYPROPYLENE COMPOSITION,BOREALIS AG,,4,1,C08K5/0083;;C08K5/527;;C08F210/02;;C08F210/06;;C08F210/08;;C08J5/18;;C08L23/14;;C08K5/527,C08F210/06,
54,EP,153-050-266-490-814,2015-08-19,EP 14155222 A,2014-02-14,Polypropylene composite,BOREALIS AG,,25,4,C08L23/14;;C08J3/203;;C08J2323/12;;C08J2423/14;;C08K7/14;;C08L23/0846;;C08L51/06;;C08J5/043;;C08F4/65925;;C08F210/06;;C08F2500/12;;C08J3/203;;C08J2323/12;;C08J2423/14;;C08K5/09;;C08K7/14;;C08L23/14;;C08L2314/06;;C08J5/043;;C08J3/203;;C08J2323/12;;C08J2323/14;;C08J2423/14;;C08J2423/26;;C08K7/14;;C08L23/14;;C08L51/06,C08K7/14;;C08L23/14,
55,EP,151-209-568-003-427,2016-09-28,EP 13756010 A,2013-08-20,POLYPROPYLENE COMPOSITE,BOREALIS AG,,4,0,C08L23/142;;C08K7/14;;C08L23/0869;;C08L51/06;;C08L2205/16;;C08L23/14;;C08K7/04;;C08L23/142;;C08L2205/16;;C08L23/14;;C08K7/14;;C08L23/0869;;C08L23/142;;C08L51/06;;C08L2205/16,C08L23/14;;C08K7/14,
56,EP,198-080-529-508-706,2018-11-28,EP 10160474 A,2010-04-20,Polypropylene bottles,BOREALIS AG,,3,0,B29C49/04;;B29K2023/12;;B29L2031/7158;;B65D1/0207;;C08L23/142;;C08L2205/025;;C08L2666/06;;Y10T428/1352;;C08L23/14;;B29C49/04;;C08J5/00;;B65D1/0207;;C08L67/00;;C08L2205/025;;C08L2666/06;;B29K2023/12;;B29L2031/7158;;Y10T428/1352;;B65D1/0207;;C08L23/142;;B29K2023/12;;B29L2031/7158;;B29C49/04;;C08L2666/06;;C08L2205/025;;C08L23/12;;C08L23/14;;C08L67/00,C08L23/14;;B29C49/04;;B29K23/00;;B29L31/00;;B65D1/02;;C08L23/12;;C08L67/00,
57,US,153-265-758-971-25X,2024-05-14,US 201816622569 A,2018-07-13,Polypropylene composition,BOREALIS AG,BOREALIS AG (2019-11-13),44,1,C08L23/14;;C08F4/65912;;C08L23/14;;C08F210/06;;C08F210/14;;C08F4/65912;;C08F4/65927;;C08F2500/12;;C08L23/14;;C08J5/18;;C08J5/18;;C08J2323/14;;C08J2423/14;;C08L23/142;;C08L2203/162;;C08L2205/025,C08L23/14;;C08J5/18,
58,MX,034-901-036-077-467,2017-11-08,MX 2016009938 A,2015-02-06,POLYPROPYLENE COMPOSITE.,BOREALIS AG,,0,0,C08L23/14;;C08J3/203;;C08J2323/12;;C08J2423/14;;C08K7/14;;C08L23/0846;;C08L51/06;;C08J5/043;;C08F4/65925;;C08F210/06;;C08F2500/12;;C08J3/203;;C08J2323/12;;C08J2423/14;;C08K5/09;;C08K7/14;;C08L23/14;;C08L2314/06;;C08J5/043;;C08J3/203;;C08J2323/12;;C08J2323/14;;C08J2423/14;;C08J2423/26;;C08K7/14;;C08L23/14;;C08L51/06,C08L23/14;;C08J5/08;;C08K7/14,
59,CN,040-741-619-643-579,2024-10-01,CN 202380018652 A,2023-02-13,Polypropylene composite,BOREALIS AG,,0,0,C08L23/12;;C08F210/06;;C08L2207/20;;C08F110/06;;C08F210/16,C08L23/12;;C08F2/00;;C08F110/06;;C08F210/06;;C08F210/16,
60,WO,058-044-355-833-263,2024-03-14,EP 2023074809 W,2023-09-08,POLYPROPYLENE COMPOSITION,BOREALIS AG,,7,0,C08F110/06;;C08F4/65912;;C08F4/65916;;C08L23/12;;C08L2314/06;;C08L2207/10,C08F110/06;;C08L23/12,
61,EP,083-374-868-925-014,2023-08-16,EP 22156610 A,2022-02-14,POLYPROPYLENE COMPOUND,BOREALIS AG,,6,0,C08L23/12;;C08F210/06;;C08L2207/20;;C08F110/06;;C08F210/16,C08L23/12;;C08F2/00;;C08F210/06,
62,AU,110-092-016-083-656,2014-12-18,AU 2011/244480 A,2011-04-15,Polypropylene bottles,BOREALIS AG,,2,0,B29C49/04;;B29K2023/12;;B29L2031/7158;;B65D1/0207;;C08L23/142;;C08L2205/025;;C08L2666/06;;Y10T428/1352;;C08L23/14;;B29C49/04;;C08J5/00;;B65D1/0207;;C08L67/00;;C08L2205/025;;C08L2666/06;;B29K2023/12;;B29L2031/7158;;Y10T428/1352;;B65D1/0207;;C08L23/142;;B29K2023/12;;B29L2031/7158;;B29C49/04;;C08L2666/06;;C08L2205/025;;C08L23/12;;C08L23/14;;C08L67/00,C08L23/14;;B29C49/04,
63,PT,117-094-455-200-061,2020-02-03,PT 17186987 T,2017-08-21,POLYPROPYLENE COMPOSITION,BOREALIS AG,,0,0,C08L23/16;;C08F210/06;;C08L2205/02;;C08L23/16;;B32B27/32;;C08F4/6492;;C08F210/06;;C08F210/08;;C08F210/16;;C08F2500/08;;C08F2500/12;;C08F2500/26;;C08J5/18;;C08L23/0815;;C08L2203/16;;C08L2205/02;;C08L2314/02;;B65D65/40;;C08J5/18;;C08L23/12;;C08L23/14;;C08L23/16;;C08L23/16;;C08F210/06,C08L23/16,
64,WO,122-970-276-891-803,2019-02-28,EP 2018072019 W,2018-08-14,POLYPROPYLENE COMPOSITION,BOREALIS AG,,22,0,C08L23/16;;C08F210/06;;C08L2205/02;;C08L23/16;;B32B27/32;;C08F4/6492;;C08F210/06;;C08F210/08;;C08F210/16;;C08F2500/08;;C08F2500/12;;C08F2500/26;;C08J5/18;;C08L23/0815;;C08L2203/16;;C08L2205/02;;C08L2314/02;;B65D65/40;;C08J5/18;;C08L23/12;;C08L23/14;;C08L23/16;;C08L23/16;;C08F210/06,C08L23/16,
65,WO,123-969-721-049-330,2018-05-17,EP 2017078448 W,2017-11-07,POLYPROPYLENE COMPOSITION,BOREALIS AG,,53,2,C08K5/3435;;B32B5/16;;B32B5/30;;B32B27/06;;B32B27/08;;B32B27/18;;B32B27/20;;B32B27/32;;B32B2262/101;;B32B2264/10;;B32B2307/3065;;B32B2307/4026;;B32B2307/54;;B32B2307/71;;B32B2307/732;;B32B2439/00;;B32B2439/60;;B32B2457/00;;B32B2605/00;;C08K5/32;;C08K5/34926;;C08L2207/02;;C08L23/14;;B32B27/18;;C08K3/013;;C08K5/32;;C08K5/3435;;C08K5/34926;;C08L23/16;;C08L2203/16;;C08L2207/02,C08K5/32;;C08K5/3435;;C08K5/3492,
66,US,128-253-982-098-34X,2023-08-17,US 202118006186 A,2021-08-04,POLYPROPYLENE SHEET,BOREALIS AG,BOREALIS AG (2022-11-30),0,0,C08F210/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08L23/142;;C08L2203/16;;C08L2205/025;;C08L23/142;;C08J5/18;;C08J2323/14;;C08L2201/10;;C08L2203/30;;C08L2314/06,C08L23/14;;C08J5/18,
67,EP,154-886-769-199-099,2016-11-02,EP 15165182 A,2015-04-27,POLYPROPYLENE COMPOSITE,BOREALIS AG,,6,4,C08L23/12;;C08L23/142;;C08L2205/16;;C08L23/12;;C08F10/06;;C08F2500/12;;C08F2500/15;;C08J5/046;;C08K7/02;;C08K2201/003;;C08K2201/004;;C08L23/142;;C08L23/16;;C08L29/04;;C08J5/046;;C08J2323/12;;C08J2423/26;;C08J2429/04;;C08L23/12;;C08L23/142;;C08L2205/02;;C08L2205/03;;C08L2205/16,C08L23/12;;C08L23/14,
68,AU,019-421-136-647-053,2020-03-05,AU 2018/350843 A,2018-10-18,Polypropylene composition,ABU DHABI POLYMERS CO LTD BOROUGE;;BOREALIS AG,,0,0,C08L23/12;;C08L2203/12;;C08L2203/16;;C08L2205/025;;C08L23/12;;B29C55/12;;C08L23/14;;C08L2203/12;;C08L2203/16;;C08L2205/025,C08L23/12,
69,MY,040-640-203-858-995,2022-11-15,MY PI2020001440 A,2018-10-18,POLYPROPYLENE COMPOSITION,ABU DHABI POLYMERS CO LTD BOROUGE;;BOREALIS AG,,0,0,C08L23/12;;C08L2203/12;;C08L2203/16;;C08L2205/025;;C08L23/12;;B29C55/12;;C08L23/14;;C08L2203/12;;C08L2203/16;;C08L2205/025,C08L23/12,
70,WO,073-463-044-295-453,2019-10-17,EP 2019058863 W,2019-04-09,POLYPROPYLENE COMPOSITION,BOREALIS AG,,16,4,C08K5/0083;;C08K5/527;;C08F210/02;;C08F210/06;;C08F210/08;;C08J5/18;;C08L23/14;;C08K5/527,C08F210/06,
71,EP,099-444-872-718-335,2019-06-26,EP 17208801 A,2017-12-20,POLYPROPYLENE COMPOSITION,BOREALIS AG,,19,9,C08F4/65912;;C08L23/12;;C08L2203/16;;C08L2205/035;;C08L2207/02;;C08L2314/06;;C08L23/12;;C08L23/0815;;C08L23/16;;C08L23/14;;C08J5/18;;C08F2/001;;C08F210/06;;C08F210/08;;C08F210/16;;C08F4/65912;;C08F4/65925;;C08F4/65927;;C08F4/6492;;C08L2207/066;;C08L2203/16;;C08J2323/12;;C08L2205/035;;C08L2207/02;;C08L2314/06;;C08F2500/05;;C08F2500/12;;C08F2500/17;;C08F4/64148;;C08F4/65904;;C08F4/65925;;C08F10/02;;C08F210/12;;C08F210/16;;C08L23/0815;;C08F4/6592;;C08L23/06;;C08L23/12;;C08L23/16;;C08L2207/066,C08L23/12;;C08F210/06;;C08L23/08;;C08L23/14,
72,US,096-751-065-747-325,2022-09-08,US 202217752243 A,2022-05-24,POLYPROPYLENE COMPOSITION,BOREALIS AG,BOREALIS AG (2022-08-18),2,0,C08L23/16;;C08L2201/10;;C08L2203/16;;C08L2203/162;;C08L2205/025;;C08F210/06;;C08L23/16;;C08F210/06;;C08F210/16;;C08F210/14;;C08F4/6492;;C08F2/001;;C08J5/18;;B32B27/32;;B29C48/0017;;B29C48/08;;C08L2201/10;;C08L2203/16;;C08L2203/162;;C08L2205/025;;C08F2500/08;;C08F2500/12;;C08F2500/26;;B32B27/00;;C08F110/06;;C08F210/06;;C08J5/18;;C08L23/12;;C08L23/16;;B29C39/003;;B29C49/0005;;B29K2023/14;;B29K2023/16;;C08L23/08;;C08L23/14;;C08L23/16;;C08L23/18;;C08L2201/10;;C08L2203/162;;C08L2205/025;;C08L2314/02,C08L23/14;;B29C39/00;;B29C49/00;;C08L23/08;;C08L23/16;;C08L23/18,
73,TW,094-960-608-836-788,2018-09-01,TW 106138462 A,2017-11-07,Polypropylene composition,BOREALIS AG,,0,1,C08K5/3435;;B32B5/16;;B32B5/30;;B32B27/06;;B32B27/08;;B32B27/18;;B32B27/20;;B32B27/32;;B32B2262/101;;B32B2264/10;;B32B2307/3065;;B32B2307/4026;;B32B2307/54;;B32B2307/71;;B32B2307/732;;B32B2439/00;;B32B2439/60;;B32B2457/00;;B32B2605/00;;C08K5/32;;C08K5/34926;;C08L2207/02;;C08L23/14;;B32B27/18;;C08K3/013;;C08K5/32;;C08K5/3435;;C08K5/34926;;C08L23/16;;C08L2203/16;;C08L2207/02,C08K5/17;;B32B17/10;;B32B27/30;;C08F10/06,
74,WO,157-264-348-619-502,2019-04-25,EP 2018078551 W,2018-10-18,POLYPROPYLENE COMPOSITION,ABU DHABI POLYMERS CO LTD BOROUGE;;BOREALIS AG,,55,1,C08L23/12;;C08L2203/12;;C08L2203/16;;C08L2205/025;;B29C55/12;;C08L23/12;;C08L23/14;;C08L2203/12;;C08L2203/16;;C08L2205/025,C08L23/12,
75,WO,183-417-848-746-636,2020-08-06,EP 2020052231 W,2020-01-30,POLYPROPYLENE COMPOSITION,BOREALIS AG,,21,0,C08F210/06;;C08L2205/025;;C08L23/14;;C08F2/001;;C08F210/06;;C08L23/14;;C08L2201/10;;C08L2203/162;;C08L2205/025;;C08L2314/02,C08F210/06,
76,US,011-886-831-786-679,2015-08-06,US 201314421612 A,2013-08-20,POLYPROPYLENE COMPOSITE,BOREALIS AG,BOREALIS AG (2015-02-09),4,7,C08L23/142;;C08K7/14;;C08L23/0869;;C08L51/06;;C08L2205/16;;C08L23/14;;C08K7/04;;C08L23/142;;C08L2205/16;;C08L23/14;;C08K7/14;;C08L23/0869;;C08L23/142;;C08L51/06;;C08L2205/16,C08L23/14,
77,US,046-775-486-558-306,2021-08-17,US 201716345633 A,2017-11-07,Polypropylene composition,BOREALIS AG,BOREALIS AG (2019-03-04),71,0,C08K5/3435;;B32B5/16;;B32B5/30;;B32B27/06;;B32B27/08;;B32B27/18;;B32B27/20;;B32B27/32;;B32B2262/101;;B32B2264/10;;B32B2307/3065;;B32B2307/4026;;B32B2307/54;;B32B2307/71;;B32B2307/732;;B32B2439/00;;B32B2439/60;;B32B2457/00;;B32B2605/00;;C08K5/32;;C08K5/34926;;C08L2207/02;;C08L23/14;;B32B27/18;;C08K3/013;;C08K5/32;;C08K5/3435;;C08K5/34926;;C08L23/16;;C08L2203/16;;C08L2207/02,C08L23/14;;B32B27/18;;C08K3/013;;C08K5/32;;C08K5/3435;;C08K5/3492;;C08L23/16,
78,US,062-287-323-392-29X,2022-04-05,US 201816768330 A,2018-12-18,Polypropylene composition,BOREALIS AG,BOREALIS AG (2020-04-30),77,9,C08L23/12;;C08F4/65912;;C08L2203/16;;C08L2205/035;;C08L2207/02;;C08L2314/06;;C08L23/12;;C08F2/001;;C08F4/6492;;C08F4/65912;;C08F4/65925;;C08F4/65927;;C08F210/06;;C08F210/08;;C08F210/16;;C08F2500/05;;C08F2500/12;;C08F2500/17;;C08J5/18;;C08J2323/12;;C08L23/0815;;C08L23/14;;C08L23/16;;C08L2203/16;;C08L2205/035;;C08L2207/02;;C08L2207/066;;C08L2314/06;;C08F4/64148;;C08F4/65904;;C08F4/65925;;C08F10/02;;C08F210/12;;C08F210/16;;C08L23/0815;;C08L23/12;;C08F4/6592;;C08L23/06;;C08L23/16;;C08L2207/066,C08F4/6592;;C08L23/06;;C08L23/12;;C08L23/16,
79,CN,008-644-688-807-675,2019-06-21,CN 201780066310 A,2017-11-07,POLYPROPYLENE COMPOSITION,BOREALIS AG,,7,1,C08K5/3435;;B32B5/16;;B32B5/30;;B32B27/06;;B32B27/08;;B32B27/18;;B32B27/20;;B32B27/32;;B32B2262/101;;B32B2264/10;;B32B2307/3065;;B32B2307/4026;;B32B2307/54;;B32B2307/71;;B32B2307/732;;B32B2439/00;;B32B2439/60;;B32B2457/00;;B32B2605/00;;C08K5/32;;C08K5/34926;;C08L2207/02;;C08L23/14;;B32B27/18;;C08K3/013;;C08K5/32;;C08K5/3435;;C08K5/34926;;C08L23/16;;C08L2203/16;;C08L2207/02,C08K5/32;;C08K5/3435;;C08K5/3492,
80,WO,032-781-803-172-582,2022-12-15,EP 2022065695 W,2022-06-09,POLYPROPYLENE COMPOSITION,BOREALIS AG,,15,0,C08L23/12;;C08L2207/02;;C08L2205/02;;C08L2205/025;;C08L23/142;;C08L2314/02;;C08F2/001;;C08F210/06;;C08K5/3432;;C08L23/16;;C08L2203/16;;C08L2205/025;;C08L2314/02,C08L23/12;;C08L23/14,
81,TW,054-799-994-852-233,2019-11-01,TW 107124214 A,2018-07-13,Polypropylene composition,BOREALIS AG,,4,0,C08L23/14;;C08F4/65912;;C08L23/14;;C08F210/06;;C08F210/14;;C08F4/65912;;C08F4/65927;;C08F2500/12;;C08L23/14;;C08J5/18;;C08J5/18;;C08J2323/14;;C08J2423/14;;C08L23/142;;C08L2203/162;;C08L2205/025,C08L23/16;;C08J5/18;;C08L23/14,
82,CA,059-246-711-682-37X,2021-07-13,CA 3037512 A,2017-11-07,POLYPROPYLENE COMPOSITION,BOREALIS AG,,0,0,C08K5/3435;;B32B5/16;;B32B5/30;;B32B27/06;;B32B27/08;;B32B27/18;;B32B27/20;;B32B27/32;;B32B2262/101;;B32B2264/10;;B32B2307/3065;;B32B2307/4026;;B32B2307/54;;B32B2307/71;;B32B2307/732;;B32B2439/00;;B32B2439/60;;B32B2457/00;;B32B2605/00;;C08K5/32;;C08K5/34926;;C08L2207/02;;C08L23/14;;B32B27/18;;C08K3/013;;C08K5/32;;C08K5/3435;;C08K5/34926;;C08L23/16;;C08L2203/16;;C08L2207/02,C08K5/32;;C08K5/3435;;C08K5/3492,
83,SA,067-473-634-054-598,2022-11-30,SA 520411678 A,2020-04-01,Polypropylene Composition,ABU DHABI POLYMERS CO LTD BOROUGE;;BOREALIS AG,,0,0,C08L23/12;;C08L2203/12;;C08L2203/16;;C08L2205/025;;C08L23/12;;B29C55/12;;C08L23/14;;C08L2203/12;;C08L2203/16;;C08L2205/025,,
84,RU,154-225-103-757-914,2020-10-01,RU 2020107880 A,2018-08-14,POLYPROPYLENE COMPOSITION,BOREALIS AG,,4,0,C08L23/16;;C08F210/06;;C08L2205/02;;C08L23/16;;B32B27/32;;C08F4/6492;;C08F210/06;;C08F210/08;;C08F210/16;;C08F2500/08;;C08F2500/12;;C08F2500/26;;C08J5/18;;C08L23/0815;;C08L2203/16;;C08L2205/02;;C08L2314/02;;B65D65/40;;C08J5/18;;C08L23/12;;C08L23/14;;C08L23/16;;C08L23/16;;C08F210/06,C08L23/12;;B65D65/40;;C08J5/18;;C08L23/14;;C08L23/16,
85,EP,008-347-019-559-722,2019-04-24,EP 17197338 A,2017-10-19,POLYPROPYLENE COMPOSITION,ABU DHABI POLYMERS CO LTD BOROUGE LLC;;BOREALIS AG,BOREALIS AG (2022-03-09);;ABU DHABI POLYMERS CO. LTD (BOROUGE) LLC. (2022-03-09),55,0,C08L23/12;;C08L2203/12;;C08L2203/16;;C08L2205/025;;B29C55/12;;C08L23/12;;C08L23/14;;C08L2203/12;;C08L2203/16;;C08L2205/025,C08L23/12,
86,US,037-363-880-721-186,2020-12-29,US 201816641945 A,2018-08-30,Polypropylene composition,BOREALIS AG,BOREALIS AG (2020-01-07),43,2,C08L23/12;;C08L2203/16;;C08L2205/24;;C08L2207/02;;C08L2314/02;;C08L2314/06;;C08F210/06;;C08L23/12;;C08L23/16;;C08L23/14;;C08J5/18;;C08L2203/16;;C08L2207/02;;C08L2314/06;;C08F210/16;;C08L23/12;;C08L23/12;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2314/02;;C08L2314/06,C08L23/12,
87,EP,016-764-700-584-264,2021-09-01,EP 18738340 A,2018-07-13,POLYPROPYLENE COMPOSITION,BOREALIS AG,BOREALIS AG (2022-03-09),3,0,C08L23/14;;C08F4/65912;;C08L23/14;;C08F210/06;;C08F210/14;;C08F4/65912;;C08F4/65927;;C08F2500/12;;C08L23/14;;C08J5/18;;C08J5/18;;C08J2323/14;;C08J2423/14;;C08L23/142;;C08L2203/162;;C08L2205/025,C08L23/14,
88,CN,065-141-338-070-506,2018-01-02,CN 201680022411 A,2016-04-25,Polypropylene composite,BOREALIS AG,,8,2,C08L23/12;;C08L23/142;;C08L2205/16;;C08L23/12;;C08F10/06;;C08F2500/12;;C08F2500/15;;C08J5/046;;C08K7/02;;C08K2201/003;;C08K2201/004;;C08L23/142;;C08L23/16;;C08L29/04;;C08J5/046;;C08J2323/12;;C08J2423/26;;C08J2429/04;;C08L23/12;;C08L23/142;;C08L2205/02;;C08L2205/03;;C08L2205/16,C08L23/14;;C08L23/12;;C08L23/16;;C08L29/04,
89,US,082-239-902-050-082,2024-05-28,US 202217752243 A,2022-05-24,Polypropylene composition,BOREALIS AG,BOREALIS AG (2022-08-18),34,0,C08L23/16;;C08L2201/10;;C08L2203/16;;C08L2203/162;;C08L2205/025;;C08F210/06;;C08L23/16;;C08F210/06;;C08F210/16;;C08F210/14;;C08F4/6492;;C08F2/001;;C08J5/18;;B32B27/32;;B29C48/0017;;B29C48/08;;C08L2201/10;;C08L2203/16;;C08L2203/162;;C08L2205/025;;C08F2500/08;;C08F2500/12;;C08F2500/26;;B32B27/00;;C08F110/06;;C08F210/06;;C08J5/18;;C08L23/12;;C08L23/16;;B29C39/003;;B29C49/0005;;B29K2023/14;;B29K2023/16;;C08L23/08;;C08L23/14;;C08L23/16;;C08L23/18;;C08L2201/10;;C08L2203/162;;C08L2205/025;;C08L2314/02,C08L23/14;;B29C39/00;;B29C49/00;;B29K23/00;;C08L23/08;;C08L23/16;;C08L23/18,
90,CN,087-826-841-272-105,2021-09-07,CN 202080011405 A,2020-01-30,POLYPROPYLENE COMPOSITION,BOREALIS AG,,8,0,C08F210/06;;C08L2205/025;;C08L23/14;;C08F2/001;;C08F210/06;;C08L23/14;;C08L2201/10;;C08L2203/162;;C08L2205/025;;C08L2314/02,C08F210/06,
91,WO,095-517-337-390-840,2015-08-20,EP 2015052476 W,2015-02-06,POLYPROPYLENE COMPOSITE,BOREALIS AG,,2,24,C08L23/14;;C08J3/203;;C08J2323/12;;C08J2423/14;;C08K7/14;;C08L23/0846;;C08L51/06;;C08J5/043;;C08F4/65925;;C08F210/06;;C08F2500/12;;C08J3/203;;C08J2323/12;;C08J2423/14;;C08K5/09;;C08K7/14;;C08L23/14;;C08L2314/06;;C08J5/043;;C08J3/203;;C08J2323/12;;C08J2323/14;;C08J2423/14;;C08J2423/26;;C08K7/14;;C08L23/14;;C08L51/06,C08K7/14;;C08L23/14,
92,EP,114-296-081-981-057,2022-04-20,EP 17197338 A,2017-10-19,POLYPROPYLENE COMPOSITION,ABU DHABI POLYMERS CO LTD BOROUGE LLC;;BOREALIS AG,BOREALIS AG (2022-03-09);;ABU DHABI POLYMERS CO. LTD (BOROUGE) LLC. (2022-03-09),5,0,C08L23/12;;C08L2203/12;;C08L2203/16;;C08L2205/025;;C08L23/12;;B29C55/12;;C08L23/14;;C08L2203/12;;C08L2203/16;;C08L2205/025,C08L23/12,
93,US,043-698-915-039-251,2022-07-19,US 201816652115 A,2018-10-18,Polypropylene composition,ABU DHABI POLYMERS CO LTD BOROUGE LLC;;BOREALIS AG,BOREALIS AG (2015-01-08);;BOROUGE PTE LTD ABU DHABI BRANCH (2020-06-10);;ABU DHABI POLYMERS CO. LTD (BOROUGE) LLC (2015-01-08),63,8,C08L23/12;;C08L2203/12;;C08L2203/16;;C08L2205/025;;C08L23/12;;B29C55/12;;C08L23/14;;C08L2203/12;;C08L2203/16;;C08L2205/025,C08L23/12;;B29C55/12;;C08L23/14,
94,EP,046-320-837-323-752,2015-07-01,EP 13756010 A,2013-08-20,POLYPROPYLENE COMPOSITE,BOREALIS AG,,0,1,C08L23/142;;C08K7/14;;C08L23/0869;;C08L51/06;;C08L2205/16;;C08L23/14;;C08K7/04;;C08L23/142;;C08L2205/16;;C08L23/14;;C08K7/14;;C08L23/0869;;C08L23/142;;C08L51/06;;C08L2205/16,C08L23/14;;C08K7/14,
95,CN,091-024-486-573-623,2020-04-21,CN 201880055150 A,2018-08-30,POLYPROPYLENE COMPOSITION,BOREALIS AG,,3,1,C08L23/12;;C08F210/06;;C08L2203/16;;C08L2205/24;;C08L2207/02;;C08L2314/02;;C08L2314/06;;C08L23/12;;C08J5/18;;C08L23/14;;C08L23/16;;C08L2203/16;;C08L2207/02;;C08L2314/06;;C08F210/16;;C08L23/12;;C08L23/12;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2314/02;;C08L2314/06,C08L23/12,
96,EP,137-686-358-406-572,2019-02-27,EP 17186987 A,2017-08-21,POLYPROPYLENE COMPOSITION,BOREALIS AG,,23,8,C08L23/16;;C08F210/06;;C08L2205/02;;C08L23/16;;B32B27/32;;C08F4/6492;;C08F210/06;;C08F210/08;;C08F210/16;;C08F2500/08;;C08F2500/12;;C08F2500/26;;C08J5/18;;C08L23/0815;;C08L2203/16;;C08L2205/02;;C08L2314/02;;B65D65/40;;C08J5/18;;C08L23/12;;C08L23/14;;C08L23/16;;C08L23/16;;C08F210/06,C08L23/16,
97,EP,144-434-977-643-561,2021-11-24,EP 20175210 A,2020-05-18,POLYPROPYLENE COMPOSITION,BOREALIS AG,BOREALIS AG (2022-03-09),32,2,C08L23/14;;C08L2205/025;;C08J5/18;;C08L2314/02;;C08L2314/06;;C08L2203/162;;C08L2205/03;;C08J2323/14;;C08J2423/14;;C08L23/14;;C08L2203/162;;C08L2205/025;;C08L2205/03;;C08L2314/02;;C08L2314/06,B32B27/06;;C08J5/18;;C08L23/14,
98,EP,165-462-417-560-071,2016-12-21,EP 15702795 A,2015-02-06,POLYPROPYLENE COMPOSITE,BOREALIS AG,,0,2,C08L23/14;;C08J3/203;;C08J2323/12;;C08J2423/14;;C08K7/14;;C08L23/0846;;C08L51/06;;C08J5/043;;C08F4/65925;;C08F210/06;;C08F2500/12;;C08J3/203;;C08J2323/12;;C08J2423/14;;C08K5/09;;C08K7/14;;C08L23/14;;C08L2314/06;;C08J5/043;;C08J3/203;;C08J2323/12;;C08J2323/14;;C08J2423/14;;C08J2423/26;;C08K7/14;;C08L23/14;;C08L51/06,C08K7/14;;C08L23/14,
99,WO,173-399-805-885-717,2016-11-03,EP 2016059148 W,2016-04-25,POLYPROPYLENE COMPOSITE,BOREALIS AG,,4,2,C08L23/12;;C08L23/142;;C08L2205/16;;C08L23/12;;C08F10/06;;C08F2500/12;;C08F2500/15;;C08J5/046;;C08K7/02;;C08K2201/003;;C08K2201/004;;C08L23/142;;C08L23/16;;C08L29/04;;C08J5/046;;C08J2323/12;;C08J2423/26;;C08J2429/04;;C08L23/12;;C08L23/142;;C08L2205/02;;C08L2205/03;;C08L2205/16,C08L23/12;;C08L23/14,
100,EP,168-333-683-079-895,2021-12-08,EP 20701785 A,2020-01-30,POLYPROPYLENE COMPOSITION,BOREALIS AG,BOREALIS AG (2022-03-09),0,0,C08F210/06;;C08L2205/025;;C08L23/14;;C08F2/001;;C08F210/06;;C08L23/14;;C08L2201/10;;C08L2203/162;;C08L2205/025;;C08L2314/02,C08F210/06,
