"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
39,US,186-596-910-132-48X,2015-08-04,US 1318308 A,2008-01-11,Isotactic polypropylene nucleation,THURMAN DEREK;;DATTA SUDHIN;;LI WEN;;SIMS CHARLES L;;EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2008-01-11),20,0,C08L23/10;;C08L23/12;;C08L23/142;;C08L2205/02;;C08L23/10;;C08L23/12;;C08L23/142;;C08L2205/02,C08L23/04;;C08L23/10;;C08L23/12;;C08L23/14,
40,US,192-053-569-967-331,2008-07-22,US 37161506 A,2006-03-09,Compositions of polypropylene and polyamide,EXXONMOBIL CHEM PATENTS INC,,16,0,C08L77/00;;C08L23/0815;;C08L23/10;;C08L23/12;;C08L23/16;;C08L51/06;;C08L77/02;;C08L77/06;;C08L2205/03;;C08L2205/035;;C08L2205/08;;C08L77/00;;C08L23/0815;;C08L23/10;;C08L23/12;;C08L23/16;;C08L51/06;;C08L77/02;;C08L77/06;;C08L2205/03;;C08L2205/035;;C08L2205/08,C08L5/04;;C08L5/06;;C08L23/10;;C08L23/12;;C08L51/00;;C08L51/06;;C08L77/00;;C08L77/02;;C08L77/06,525/66;;525/179;;525/184
41,MX,049-435-847-603-191,2016-02-25,MX 2015007038 A,2013-11-25,POLYPROPYLENE FIBERS AND FABRICS.,EXXONMOBIL CHEM PATENTS INC,,0,0,D04H1/435;;C08L23/10;;C08L2203/12;;D04H3/14;;Y10T428/2904;;Y10T428/298;;Y10T442/60;;Y10T442/608;;Y10T442/66;;Y10T442/671;;Y10T442/68;;Y10T442/681;;Y10T442/696;;D01F6/06;;A61F13/53;;A61F2013/530226;;C08L23/10;;C08L2203/12;;D04H1/435;;D04H3/007;;D04H3/14;;D10B2321/022;;D10B2509/026;;Y10T428/2904;;Y10T428/298;;Y10T442/60;;Y10T442/608;;Y10T442/66;;Y10T442/671;;Y10T442/68;;Y10T442/681;;Y10T442/696,D04H1/435;;C08L23/10;;D04H3/14,
42,EP,078-296-430-138-700,2007-02-07,EP 01964317 A,2001-08-22,POLYPROPYLENE FIBERS AND FABRICS,EXXONMOBIL CHEM PATENTS INC,,4,0,C08F110/06;;C08F4/65908;;C08F4/65927;;C08F210/06;;C08J5/18;;C08J2323/12;;D01D5/0985;;D01F6/06;;H01G4/18;;Y10T428/2967;;Y10T428/2969;;Y10T428/298;;Y10T442/3065;;Y10T442/3976;;C08F110/06;;C08F4/65908;;C08F4/65927;;C08F210/06;;C08J5/18;;C08J2323/12;;D01D5/0985;;D01F6/06;;H01G4/18;;Y10T428/2967;;Y10T428/2969;;Y10T428/298;;Y10T442/3065;;Y10T442/3976,B01D39/00;;D01F6/06;;C08F2/38;;C08F4/02;;C08F4/603;;C08F4/6192;;C08F4/643;;C08F4/645;;C08F4/659;;C08F4/6592;;C08F10/00;;C08F110/06;;C08F210/06;;C08J5/18;;C08L23/10;;D01D5/098;;D04H3/16;;H01G4/18,
43,AU,082-204-022-289-941,2004-05-13,AU 2003/277350 A,2003-10-10,BRANCHED CRYSTALLINE POLYPROPYLENE,EXXONMOBIL CHEM PATENTS INC,,0,0,C08F110/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F4/65927;;C08F10/00;;C08F210/06;;Y10S526/943;;C08F110/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F4/65927;;C08F10/00;;C08F210/06,C08F4/659;;C08F4/6592;;C08F10/00;;C08F110/06;;C08F210/06,
44,WO,165-217-002-446-649,2015-05-07,US 2014/0060093 W,2014-10-10,ASYMMETRIC POLYPROPYLENE CATALYSTS,EXXONMOBIL CHEM PATENTS INC,,5,22,C08F10/00;;B01J31/143;;B01J31/1608;;B01J31/2295;;B01J2531/0297;;B01J2531/40;;B01J2531/48;;C08F4/65912;;C08F4/65916,C08F4/619;;C08F4/6592;;C08F10/06,
45,WO,086-290-709-371-553,2005-04-21,US 2004/0033245 W,2004-10-08,COMPOSTIONS OF POLYPROPYLENE AND POLYAMIDE,EXXONMOBIL CHEM PATENTS INC;;SCHAUDER JEAN-ROCH;;WOUTERS GUY JOSEPH;;DATTA SUDHIN,,9,3,C08L77/00;;C08L23/0815;;C08L23/10;;C08L23/12;;C08L23/16;;C08L51/06;;C08L77/02;;C08L77/06;;C08L2205/03;;C08L2205/035;;C08L2205/08;;C08L77/00;;C08L23/0815;;C08L23/10;;C08L23/12;;C08L23/16;;C08L51/06;;C08L77/02;;C08L77/06;;C08L2205/03;;C08L2205/035;;C08L2205/08,C08L23/10;;C08L23/12;;C08L51/00;;C08L51/06;;C08L77/00;;C08L77/02;;C08L77/06,
46,SI,099-136-912-053-717,2018-10-30,SI 201331179 T,2013-11-25,POLYPROPYLENE FIBERS AND FABRICS,EXXONMOBIL CHEMICAL PATENTS INC;;REIFENHAEUSER MASCH,,0,0,D04H1/435;;C08L23/10;;C08L2203/12;;D04H3/14;;Y10T428/2904;;Y10T428/298;;Y10T442/60;;Y10T442/608;;Y10T442/66;;Y10T442/671;;Y10T442/68;;Y10T442/681;;Y10T442/696;;D01F6/06;;A61F13/53;;A61F2013/530226;;C08L23/10;;C08L2203/12;;D04H1/435;;D04H3/007;;D04H3/14;;D10B2321/022;;D10B2509/026;;Y10T428/2904;;Y10T428/298;;Y10T442/60;;Y10T442/608;;Y10T442/66;;Y10T442/671;;Y10T442/68;;Y10T442/681;;Y10T442/696,D04H1/00;;C08L23/00;;D04H3/00,
47,US,015-113-690-974-633,2007-07-03,US 9938305 A,2005-04-05,Plasticized polypropylene thermoplastics,EXXONMOBIL CHEM PATENTS INC,,40,3,C08L23/10;;C08K5/0008;;C08L23/0815;;C08L2666/04;;C09J123/10;;C08L23/142;;C08J2300/22;;C08K5/0008;;C08L23/0815;;C08L2205/02;;C08L2666/04;;C08L23/10;;C08K5/0008;;C08L23/0815;;C08L2666/04;;C09J123/10,C08L9/00;;C08F8/00;;C08F210/02;;C08K5/00;;C08L23/00;;C08L23/04;;C08L23/08;;C08L23/10;;C09J123/10,525/191;;525/232;;525/240
48,EP,062-904-588-003-57X,2010-04-07,EP 08755020 A,2008-05-02,POLYPROPYLENE SERIES REACTOR,EXXONMOBIL CHEM PATENTS INC,,0,0,B01J19/2435;;B01J2219/0004;;B01J2219/00094;;C08F110/06;;B01J19/2435;;B01J2219/0004;;B01J2219/00094;;C08F110/06,B01J19/24,
49,EP,111-271-097-090-419,2013-09-18,EP 99943689 A,1999-08-16,BRANCHED POLYPROPYLENE COMPOSITIONS,EXXONMOBIL CHEM PATENTS INC,,7,0,C08F110/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F10/06;;C08L23/12;;C08L2205/02;;C08L2314/06;;C08F110/06;;C08F4/65908;;C08F4/65912;;C08F4/65927;;C08L23/12;;C08F110/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F10/06;;C08L23/12;;C08L2205/02;;C08L2314/06,C08F10/06;;C08L23/00;;C08F2/06;;C08F4/645;;C08F4/659;;C08F110/06;;C08L23/10;;C08L23/12,
50,EP,117-934-800-247-91X,2015-10-07,EP 13802903 A,2013-11-25,POLYPROPYLENE FIBERS AND FABRICS,EXXONMOBIL CHEM PATENTS INC;;REIFENHÄUSER GMBH & CO KG MASCHINENFABRIK,,0,0,D04H1/435;;C08L23/10;;C08L2203/12;;D04H3/14;;Y10T428/2904;;Y10T428/298;;Y10T442/60;;Y10T442/608;;Y10T442/66;;Y10T442/671;;Y10T442/68;;Y10T442/681;;Y10T442/696;;D01F6/06;;A61F13/53;;A61F2013/530226;;C08L23/10;;C08L2203/12;;D04H1/435;;D04H3/007;;D04H3/14;;D10B2321/022;;D10B2509/026;;Y10T428/2904;;Y10T428/298;;Y10T442/60;;Y10T442/608;;Y10T442/66;;Y10T442/671;;Y10T442/68;;Y10T442/681;;Y10T442/696,D04H1/435;;C08L23/10;;D04H3/14,
51,WO,121-475-438-231-521,2009-05-07,US 2008/0075368 W,2008-09-05,POLYPROPYLENE SPUNBOND FIBERS,EXXONMOBIL CHEM PATENTS INC;;FERRY WILLIAM M;;RICHESON GALEN C,,3,2,D01D1/065;;D01D5/0023;;D01D5/08;;D01F6/06;;D04H3/16;;D10B2321/022;;Y10T442/681;;D01D5/0023;;D01D1/065;;D01D5/08;;D01F6/06;;D04H3/16;;D10B2321/022;;Y10T442/681,D01F6/06;;D04H3/16,
52,CN,151-496-358-972-160,2010-10-13,CN 200880114113 A,2008-09-05,Polypropylene spunbond fibers,EXXONMOBIL CHEM PATENTS INC,,0,5,D01D1/065;;D01D5/0023;;D01D5/08;;D01F6/06;;D04H3/16;;D10B2321/022;;Y10T442/681;;D01D5/0023;;D01D1/065;;D01D5/08;;D01F6/06;;D04H3/16;;D10B2321/022;;Y10T442/681,D01F6/06;;D04H3/16,
53,AU,167-902-723-316-164,2004-05-13,AU 2003/284027 A,2003-10-09,BRANCHED CRYSTALLINE POLYPROPYLENE,EXXONMOBIL CHEMICAL PATENTS INC,,0,0,C08F10/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F4/65927;;C08F10/00;;C08F110/06;;C08F210/06;;C08F10/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F4/65927;;C08F10/00;;C08F110/06;;C08F210/06,C08F4/659;;C08F4/6592;;C08F10/00;;C08F10/06;;C08F110/06;;C08F210/06,
54,MX,178-193-780-157-681,2003-10-14,MX PA01002023 A,1999-08-16,BRANCHED POLYPROPYLENE COMPOSITIONS.,EXXONMOBIL CHEM PATENTS INC,,0,0,C08F110/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F10/06;;C08L23/12;;C08L2205/02;;C08L2314/06;;C08F110/06;;C08F4/65908;;C08F4/65912;;C08F4/65927;;C08L23/12;;C08F110/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F10/06;;C08L23/12;;C08L2205/02;;C08L2314/06,C08L23/00;;C08F2/06;;C08F4/645;;C08F4/659;;C08F10/06;;C08F110/06;;C08L23/10;;C08L23/12,
55,CN,010-571-381-237-273,2013-06-19,CN 200880025091 A,2008-05-02,Polypropylene series reactor,EXXONMOBIL CHEM PATENTS INC,,0,0,B01J19/2435;;B01J2219/0004;;B01J2219/00094;;C08F110/06;;B01J19/2435;;B01J2219/0004;;B01J2219/00094;;C08F110/06,B01J19/24,
56,CN,055-842-401-354-595,2017-08-18,CN 201580052983 A,2015-08-04,Bimodal polypropylene compositions,EXXONMOBIL CHEMICAL PATENTS INC,,3,6,C08L23/12;;C08L23/10;;C08L2203/14;;C08L2203/30;;C08L2205/025;;C08L23/12;;C08J3/005;;C08J2323/12;;C08J2423/12;;C08L23/10;;C08L2203/14;;C08L2203/30;;C08L2205/025;;C08L2205/03,C08L23/12;;B29B7/30;;C08J5/00;;C08L23/14,
57,EP,086-942-014-590-144,2016-12-07,EP 14858564 A,2014-10-10,ASYMMETRIC POLYPROPYLENE CATALYSTS,EXXONMOBIL CHEMICAL PATENTS INC,,3,0,C08F10/00;;B01J31/143;;B01J31/1608;;B01J31/2295;;B01J2531/0297;;B01J2531/40;;B01J2531/48;;C08F4/65912;;C08F4/65916,C08F4/6592;;C08F10/00,
58,EP,161-041-745-427-957,2017-08-23,EP 15846035 A,2015-08-04,BIMODAL POLYPROPYLENE COMPOSITIONS,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC. (2020-06-10),4,0,C08L23/12;;C08L23/10;;C08L2203/14;;C08L2203/30;;C08L2205/025;;C08L23/12;;C08J3/005;;C08J2323/12;;C08J2423/12;;C08L23/10;;C08L2203/14;;C08L2203/30;;C08L2205/025;;C08L2205/03,C08L23/10;;C08F2/00;;C08L23/12,
59,EP,184-796-789-378-018,2009-09-02,EP 08003558 A,2008-02-27,Polypropylene spunbond fibers,EXXONMOBIL CHEM PATENTS INC,,10,5,D04H3/16;;D01D1/00;;D01D5/0985;;D01F6/06;;D04H3/007,D01F6/06;;D04H3/16,
60,PL,012-467-914-590-479,2018-11-30,PL 13802903 T,2013-11-25,POLYPROPYLENE FIBERS AND FABRICS,EXXONMOBIL CHEMICAL PATENTS INC;;REIFENHAEUSER MASCH,,0,0,D04H1/435;;C08L23/10;;C08L2203/12;;D04H3/14;;Y10T428/2904;;Y10T428/298;;Y10T442/60;;Y10T442/608;;Y10T442/66;;Y10T442/671;;Y10T442/68;;Y10T442/681;;Y10T442/696;;D01F6/06;;A61F13/53;;A61F2013/530226;;C08L23/10;;C08L2203/12;;D04H1/435;;D04H3/007;;D04H3/14;;D10B2321/022;;D10B2509/026;;Y10T428/2904;;Y10T428/298;;Y10T442/60;;Y10T442/608;;Y10T442/66;;Y10T442/671;;Y10T442/68;;Y10T442/681;;Y10T442/696,D04H1/435;;C08L23/10;;D04H3/14,
61,MX,066-678-187-641-979,2004-03-18,MX PA03001586 A,2001-08-22,POLYPROPYLENE FIBERS AND FABRICS.,EXXONMOBIL CHEM PATENTS INC,,0,0,C08F110/06;;C08F4/65908;;C08F4/65927;;C08F210/06;;C08J5/18;;C08J2323/12;;D01D5/0985;;D01F6/06;;H01G4/18;;Y10T428/2967;;Y10T428/2969;;Y10T428/298;;Y10T442/3065;;Y10T442/3976;;C08F110/06;;C08F4/65908;;C08F4/65927;;C08F210/06;;C08J5/18;;C08J2323/12;;D01D5/0985;;D01F6/06;;H01G4/18;;Y10T428/2967;;Y10T428/2969;;Y10T428/298;;Y10T442/3065;;Y10T442/3976,B01D39/00;;C08F2/38;;C08F4/02;;C08F4/603;;C08F4/6192;;C08F4/643;;C08F4/645;;C08F4/659;;C08F4/6592;;C08F10/00;;C08F110/06;;C08F210/06;;C08J5/18;;C08L23/10;;D01D5/098;;D01F6/06;;D04H3/16;;H01G4/18,
62,WO,185-755-686-605-842,2008-10-16,US 2008/0054356 W,2008-02-20,NUCLEATED ISOTACTIC POLYPROPYLENE,EXXONMOBIL CHEM PATENTS INC;;THURMAN DEREK;;DATTA SUDHIN;;LI WEN;;SIMS CHARLES L,,8,4,C08L23/10;;C08L23/12;;C08L23/142;;C08L2205/02;;C08L23/10;;C08L23/12;;C08L23/142;;C08L2205/02,C08L23/10;;C08L23/12;;C08L23/14,
63,WO,056-227-976-462-345,2009-01-22,US 2008/0062453 W,2008-05-02,POLYPROPYLENE SERIES REACTOR,EXXONMOBIL CHEM PATENTS INC;;SMITH LAWRENCE C,,3,3,B01J19/2435;;B01J2219/0004;;B01J2219/00094;;C08F110/06;;B01J19/2435;;B01J2219/0004;;B01J2219/00094;;C08F110/06,B01J19/24,
64,WO,091-759-463-594-437,2004-05-06,US 0332002 W,2003-10-09,BRANCHED CRYSTALLINE POLYPROPYLENE,EXXONMOBIL CHEM PATENTS INC;;ARJUNAN PALANISAMY;;MATHEW THOTTINAL A;;BRANT PATRICK;;VIZZINI JAMES C,,2,11,C08F10/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F4/65927;;C08F10/00;;C08F110/06;;C08F210/06;;C08F10/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F4/65927;;C08F10/00;;C08F110/06;;C08F210/06,C08F4/659;;C08F4/6592;;C08F10/00;;C08F10/06;;C08F110/06;;C08F210/06,
65,US,184-767-699-387-84X,2006-03-21,US 96231204 A,2004-10-08,Compositions of polypropylene and polyamide,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2005-01-07),15,11,C08L77/00;;C08L23/0815;;C08L23/10;;C08L23/12;;C08L23/16;;C08L51/06;;C08L77/02;;C08L77/06;;C08L2205/03;;C08L2205/035;;C08L2205/08;;C08L77/00;;C08L23/0815;;C08L23/10;;C08L23/12;;C08L23/16;;C08L51/06;;C08L77/02;;C08L77/06;;C08L2205/03;;C08L2205/035;;C08L2205/08,C08L51/04;;C08L23/10;;C08L23/12;;C08L51/00;;C08L51/06;;C08L77/00;;C08L77/02;;C08L77/06,525/66;;525/179
66,SG,163-195-797-986-069,2019-02-27,SG 10201811398T A,2015-06-25,HIGH MELT STRENGTH POLYPROPYLENE AND EXTRUSION PROCESS FOR PRESERVING MELT STRENGTH,EXXONMOBIL CHEMICAL PATENTS INC;;BASF SE,,0,0,B29C48/76;;B29C48/875;;B29C48/92;;B29C48/69;;C08J3/203;;C08K5/005;;B29C2948/92704;;C08J2323/12;;C08J2323/12;;C08K5/134;;C08K5/526;;B29C48/875;;B29C48/92;;B29C2948/92704;;B29C48/69;;B29C48/76;;C08J3/203;;C08K5/1545;;B29C48/40;;B29K2023/12;;B29C48/76;;B29C48/875;;B29C48/92;;C08J3/203;;C08J3/22;;C08K5/005;;C08K5/105;;C08L23/12;;C08J3/20;;C08K5/13;;C08K5/49;;C08L23/10;;C08J2323/12;;C08L23/10;;C08K5/005;;C08L23/02;;C08K5/526;;C08K5/134;;B29C48/92;;B29C2948/92704;;B29C48/76;;B29C48/875;;B29C48/69;;C08L23/12;;C08J3/203;;B29B7/002;;B29B7/489;;B29B7/726;;B29B7/823;;B29B13/10;;C08K5/1545;;C08K5/52,B29C48/40;;B29C48/69;;B29C48/76;;B29C48/875;;B29C48/92,
67,WO,050-529-333-670-218,2004-05-06,US 0332194 W,2003-10-10,BRANCHED CRYSTALLINE POLYPROPYLENE,EXXONMOBIL CHEM PATENTS INC;;ARJUNAN PALANISAMY;;MATHEW THOTTINAL A;;BRANT PATRICK;;VIZZINI JAMES C,,0,6,C08F110/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F4/65927;;C08F10/00;;C08F210/06;;Y10S526/943;;C08F110/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F4/65927;;C08F10/00;;C08F210/06,C08F4/659;;C08F4/6592;;C08F10/00;;C08F110/06;;C08F210/06,
68,EP,125-883-615-300-275,2002-08-07,EP 00959682 A,2000-09-01,PLASTICIZED POLYPROPYLENE THERMOPLASTICS,EXXONMOBIL CHEM PATENTS INC,,0,0,C08L23/10;;C08K5/0008;;C08L23/0815;;C08L2666/04;;C09J123/10;;C08L23/142;;C08J2300/22;;C08K5/0008;;C08L23/0815;;C08L2205/02;;C08L2666/04;;C08L23/10;;C08K5/0008;;C08L23/0815;;C08L2666/04;;C09J123/10,C08F8/00;;C08F210/02;;C08K5/00;;C08L23/08;;C08L23/10;;C09J123/10,
69,WO,116-997-980-902-521,2004-08-19,US 0332194 W,2003-10-10,BRANCHED CRYSTALLINE POLYPROPYLENE,EXXONMOBIL CHEM PATENTS INC;;ARJUNAN PALANISAMY;;MATHEW THOTTINAL A;;BRANT PATRICK;;VIZZINI JAMES C,,5,0,C08F110/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F4/65927;;C08F10/00;;C08F210/06;;Y10S526/943;;C08F110/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F4/65927;;C08F10/00;;C08F210/06,C08F4/659;;C08F4/6592;;C08F10/00;;C08F110/06;;C08F210/06,
70,EP,159-431-648-850-00X,2017-08-09,EP 15846035 A,2015-08-04,BIMODAL POLYPROPYLENE COMPOSITIONS,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC. (2020-06-10),0,1,C08L23/12;;C08L23/10;;C08L2203/14;;C08L2203/30;;C08L2205/025;;C08L23/12;;C08J3/005;;C08J2323/12;;C08J2423/12;;C08L23/10;;C08L2203/14;;C08L2203/30;;C08L2205/025;;C08L2205/03,C08L23/12;;B29B7/30;;C08J5/00;;C08L23/14,
71,AU,186-074-271-521-834,2004-05-13,AU 2003/277350 A,2003-10-10,Branched crystalline polypropylene,EXXONMOBIL CHEM PATENTS INC,,0,0,C08F110/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F4/65927;;C08F10/00;;C08F210/06;;Y10S526/943;;C08F110/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F4/65927;;C08F10/00;;C08F210/06,C08F4/659;;C08F4/6592;;C08F10/00;;C08F110/06;;C08F210/06,
72,US,023-385-104-953-047,2016-04-26,US 201213691984 A,2012-12-03,Polypropylene fibers and fabrics,EXXONMOBIL CHEM PATENTS INC;;REIFENHÄUSER GMBH & CO KG MASCHINENFABRIK;;REIFENHAEUSER MASCH,EXXONMOBIL CHEMICAL PATENTS INC (2013-01-24);;REIFENHAUSER GMBH & CO. KG MASCHINENFABRIK (2013-01-26),85,5,D04H1/435;;C08L23/10;;C08L2203/12;;D04H3/14;;Y10T428/2904;;Y10T428/298;;Y10T442/60;;Y10T442/608;;Y10T442/66;;Y10T442/671;;Y10T442/68;;Y10T442/681;;Y10T442/696;;D01F6/06;;A61F13/53;;A61F2013/530226;;C08L23/10;;C08L2203/12;;D04H1/435;;D04H3/007;;D04H3/14;;D10B2321/022;;D10B2509/026;;Y10T428/2904;;Y10T428/298;;Y10T442/60;;Y10T442/608;;Y10T442/66;;Y10T442/671;;Y10T442/68;;Y10T442/681;;Y10T442/696,D04H1/00;;A61F13/53;;C08L23/10;;D01F6/06;;D04H1/435;;D04H3/00;;D04H3/14;;D04H5/00;;D04H13/00,
73,US,059-169-671-989-310,2019-01-08,US 201514843306 A,2015-09-02,Polypropylene fibers and fabrics,EXXONMOBIL CHEMICAL PATENTS INC;;REIFENHAEUSER MASCH,,125,1,D04H1/435;;C08L23/10;;C08L2203/12;;D04H3/14;;Y10T428/2904;;Y10T428/298;;Y10T442/60;;Y10T442/608;;Y10T442/66;;Y10T442/671;;Y10T442/68;;Y10T442/681;;Y10T442/696;;D01F6/06;;A61F13/53;;A61F2013/530226;;C08L23/10;;C08L2203/12;;D04H1/435;;D04H3/007;;D04H3/14;;D10B2321/022;;D10B2509/026;;Y10T428/2904;;Y10T428/298;;Y10T442/60;;Y10T442/608;;Y10T442/66;;Y10T442/671;;Y10T442/68;;Y10T442/681;;Y10T442/696,D01F6/06;;A61F13/53;;C08L23/10;;D04H1/435;;D04H3/007;;D04H3/14,
74,EP,098-074-642-955-675,2015-03-18,EP 04794561 A,2004-10-08,COMPOSTIONS OF POLYPROPYLENE AND POLYAMIDE,EXXONMOBIL CHEM PATENTS INC,,4,1,C08L77/00;;C08L23/0815;;C08L23/10;;C08L23/12;;C08L23/16;;C08L51/06;;C08L77/02;;C08L77/06;;C08L2205/03;;C08L2205/035;;C08L2205/08;;C08L77/00;;C08L23/0815;;C08L23/10;;C08L23/12;;C08L23/16;;C08L51/06;;C08L77/02;;C08L77/06;;C08L2205/03;;C08L2205/035;;C08L2205/08,C08L23/08;;C08L23/10;;C08L23/12;;C08L23/16;;C08L51/00;;C08L51/06;;C08L77/00;;C08L77/02;;C08L77/06,
75,CN,019-139-187-157-282,2014-01-15,CN 200880114113 A,2008-09-05,Polypropylene spunbond fibers,EXXONMOBIL CHEM PATENTS INC,,0,0,D01D1/065;;D01D5/0023;;D01D5/08;;D01F6/06;;D04H3/16;;D10B2321/022;;Y10T442/681;;D01D5/0023;;D01D1/065;;D01D5/08;;D01F6/06;;D04H3/16;;D10B2321/022;;Y10T442/681,D04H3/007;;D01F6/06;;D04H1/4282;;D04H3/16,
76,WO,162-081-103-039-621,2002-02-28,US 0126198 W,2001-08-22,POLYPROPYLENE FIBERS AND FABRICS,EXXONMOBIL CHEM PATENTS INC;;RICHESON GALEN C,,4,20,C08F110/06;;C08F4/65908;;C08F4/65927;;C08F210/06;;C08J5/18;;C08J2323/12;;D01D5/0985;;D01F6/06;;H01G4/18;;Y10T428/2967;;Y10T428/2969;;Y10T428/298;;Y10T442/3065;;Y10T442/3976;;C08F110/06;;C08F4/65908;;C08F4/65927;;C08F210/06;;C08J5/18;;C08J2323/12;;D01D5/0985;;D01F6/06;;H01G4/18;;Y10T428/2967;;Y10T428/2969;;Y10T428/298;;Y10T442/3065;;Y10T442/3976,B01D39/00;;C08F2/38;;C08F4/02;;C08F4/603;;C08F4/6192;;C08F4/643;;C08F4/645;;C08F4/659;;C08F4/6592;;C08F10/00;;C08F110/06;;C08F210/06;;C08J5/18;;C08L23/10;;D01D5/098;;D01F6/06;;D04H3/16;;H01G4/18,
77,EP,013-322-739-807-034,2003-06-04,EP 01964317 A,2001-08-22,POLYPROPYLENE FIBERS AND FABRICS,EXXONMOBIL CHEM PATENTS INC,,0,0,C08F110/06;;C08F4/65908;;C08F4/65927;;C08F210/06;;C08J5/18;;C08J2323/12;;D01D5/0985;;D01F6/06;;H01G4/18;;Y10T428/2967;;Y10T428/2969;;Y10T428/298;;Y10T442/3065;;Y10T442/3976;;C08F110/06;;C08F4/65908;;C08F4/65927;;C08F210/06;;C08J5/18;;C08J2323/12;;D01D5/0985;;D01F6/06;;H01G4/18;;Y10T428/2967;;Y10T428/2969;;Y10T428/298;;Y10T442/3065;;Y10T442/3976,B01D39/00;;C08F2/38;;C08F4/02;;C08F4/603;;C08F4/6192;;C08F4/643;;C08F4/645;;C08F4/659;;C08F4/6592;;C08F10/00;;C08F110/06;;C08F210/06;;C08J5/18;;C08L23/10;;D01D5/098;;D01F6/06;;D04H3/16;;H01G4/18,
78,US,019-489-495-919-066,2017-08-17,US 201515503018 A,2015-08-04,Bimodal Polypropylene Compositions,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2017-02-21),7,8,C08L23/12;;C08L23/10;;C08L2203/14;;C08L2203/30;;C08L2205/025;;C08L23/12;;C08J3/005;;C08J2323/12;;C08J2423/12;;C08L23/10;;C08L2203/14;;C08L2203/30;;C08L2205/025;;C08L2205/03,C08L23/12;;C08J3/00,
79,US,102-637-088-124-231,2016-02-25,US 201514843306 A,2015-09-02,POLYPROPYLENE FIBERS AND FABRICS,EXXONMOBIL CHEM PATENTS INC;;REIFENHAEUSER MASCH,,4,2,D04H1/435;;C08L23/10;;C08L2203/12;;D04H3/14;;Y10T428/2904;;Y10T428/298;;Y10T442/60;;Y10T442/608;;Y10T442/66;;Y10T442/671;;Y10T442/68;;Y10T442/681;;Y10T442/696;;D01F6/06;;A61F13/53;;A61F2013/530226;;C08L23/10;;C08L2203/12;;D04H1/435;;D04H3/007;;D04H3/14;;D10B2321/022;;D10B2509/026;;Y10T428/2904;;Y10T428/298;;Y10T442/60;;Y10T442/608;;Y10T442/66;;Y10T442/671;;Y10T442/68;;Y10T442/681;;Y10T442/696,D04H3/14;;A61F13/53;;D04H3/007,
80,CN,088-351-316-566-404,2015-10-07,CN 201380072153 A,2013-11-25,Polypropylene fibers and fabrics,EXXONMOBIL CHEM PATENTS INC;;REIFENHAEUSER GMBH & CO KG,,6,9,D04H1/435;;C08L23/10;;C08L2203/12;;D04H3/14;;Y10T428/2904;;Y10T428/298;;Y10T442/60;;Y10T442/608;;Y10T442/66;;Y10T442/671;;Y10T442/68;;Y10T442/681;;Y10T442/696;;D01F6/06;;A61F13/53;;A61F2013/530226;;C08L23/10;;C08L2203/12;;D04H1/435;;D04H3/007;;D04H3/14;;D10B2321/022;;D10B2509/026;;Y10T428/2904;;Y10T428/298;;Y10T442/60;;Y10T442/608;;Y10T442/66;;Y10T442/671;;Y10T442/68;;Y10T442/681;;Y10T442/696,D04H1/435;;C08L23/10;;D04H3/14,
81,US,105-778-674-031-52X,2015-04-30,US 201414511806 A,2014-10-10,Asymmetric Polypropylene Catalysts,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2014-12-01),3,27,C07F7/00;;C07F17/00;;C08F4/65912;;C08F4/65916;;C07F7/00;;C07F17/00;;C08F4/65912;;C08F4/65916;;C08F4/65927;;C08F110/06;;C08F210/06,C08F4/76;;C07F7/00,526/126;;556/11;;502/152
